full_text_comments,full_text_comments_preprocessed
@Hudasubajul81 @dinopattidjalal @Kemlu_RI @Menlu_RI Berikut contoh pernyataan sikap RI yang lebih tegas berdasarkan prinsip bebas aktif: Kementerian Luar Negeri RI menyatakan keprihatinan mendalam atas operasi militer AS di Venezuela yang mengakibatkan penangkapan Presiden Maduro. Tindakan sepihak ini melanggar kedaulatan,berikut contoh pernyataan sikap ri yang lebih tegas berdasarkan prinsip bebas aktif kementerian luar negeri ri menyatakan keprihatinan mendalam atas operasi militer as di venezuela yang mengakibatkan penangkapan presiden maduro tindakan sepihak ini melanggar kedaulatan
@dinopattidjalal @Kemlu_RI @Menlu_RI Payah banget.Apalagi yg udh jelas melanggar kedaulatan negara lain dan hukum internasional. Berani dong kaya https://t.co/o5WckoLKMk,payah bangetapalagi yg udh jelas melanggar kedaulatan negara lain dan hukum internasional berani dong kaya
@dinopattidjalal @Kemlu_RI @Menlu_RI sibuk gerilya dari partai ke partai untuk meloloskan pilkada tanpa suara rakyat ini sama saja dengan menculik kedaulatan rakyat,sibuk gerilya dari partai ke partai untuk meloloskan pilkada tanpa suara rakyat ini sama saja dengan menculik kedaulatan rakyat
@dinopattidjalal @Kemlu_RI @Menlu_RI Iya yah padahal pak Prabowo paling suka ngomong kedaulatan di tiap pidatonya,iya yah padahal pak prabowo paling suka ngomong kedaulatan di tiap pidatonya
@dinopattidjalal @Kemlu_RI @Menlu_RI Heran.. sama orang yg jelas2 merampok kedaulatan negara lain kok masih disuruh dialog. KITA BANGSA BESAAAAAAARRR ,heran sama orang yg jelas merampok kedaulatan negara lain kok masih disuruh dialog kita bangsa besaaaaaaarrr
@RagilSemar Menlu paling pendiam sepanjang zaman,menlu paling pendiam sepanjang zaman
"@RagilSemar Pintar saja tidak cukup, pengalaman diplomat itu yg akan mengasah kepekaan dan kewibawaan, negara ini tdak bisa di urus sprt perusahaan. Sebaiknya presiden @prabowo menganti menlu dgn diplomat senior di kemlu.",pintar saja tidak cukup pengalaman diplomat itu yg akan mengasah kepekaan dan kewibawaan negara ini tdak bisa di urus sprt perusahaan sebaiknya presiden menganti menlu dgn diplomat senior di kemlu
@RagilSemar Apakah dia cuma dpt jabatan give away dari prabowo? Kayak org yg ga paham pekerjaannya sendiri. Ga ada kontribusinya,apakah dia cuma dpt jabatan give away dari prabowo kayak org yg ga paham pekerjaannya sendiri ga ada kontribusinya
"@RagilSemar Untuk urusan global posisi Menlu terlemah diantara daftar Menlu 
Untuk urusan domestik jg lemah
krn kabinet harus ada 3 Menteri senior yaitu Menhan,Mendagri,Menlu krn jika Presiden n Wapres berhalangan tetap maka mrk bertiga yg memimpin Negara ini sampai ada Presiden",untuk urusan global posisi menlu terlemah diantara daftar menlu untuk urusan domestik jg lemah krn kabinet harus ada menteri senior yaitu menhanmendagrimenlu krn jika presiden n wapres berhalangan tetap maka mrk bertiga yg memimpin negara ini sampai ada presiden
@RagilSemar Pantesnya dia jadi Guru Les bahasa Inggris 😁😁😁😁😁😁😁 kejauhan banget kalo jadi menlu,pantesnya dia jadi guru les bahasa inggris kejauhan banget kalo jadi menlu
"@RagilSemar Andai Pak Dino atau Bu Retno yang jadi Menlu, mungkin lebih baik kali ya. Kapan nih kabinet reshuffle lagi? Ganti menlunya kek",andai pak dino atau bu retno yang jadi menlu mungkin lebih baik kali ya kapan nih kabinet reshuffle lagi ganti menlunya kek
@RagilSemar Nol pengalaman dibidang diplomasi bahkan bukan seorg diplomat tbtb jd menlu kan HAH???,nol pengalaman dibidang diplomasi bahkan bukan seorg diplomat tbtb jd menlu kan hah
"@RagilSemar Apa yg bisa di harapkan kpd orang"" yg dapat jabatan karena rasa pertemanan oleh pemimpin yg suka curhat di tiap pidato pidato nya😁",apa yg bisa di harapkan kpd orang yg dapat jabatan karena rasa pertemanan oleh pemimpin yg suka curhat di tiap pidato pidato nya
@RagilSemar Menlu terburuk sepanjang sejarah republik,menlu terburuk sepanjang sejarah republik
"@RagilSemar Naskahnya masih di susun,buat klarifikasi . seperti yang sudah2 serba telat dan baru beri klarifikasi.",naskahnya masih di susunbuat klarifikasi seperti yang sudah serba telat dan baru beri klarifikasi
@RagilSemar @Gunawan75_ Ga komen akh. Nanti kena delik menghina pejabat negara. Saat ini mending diam.,ga komen akh nanti kena delik menghina pejabat negara saat ini mending diam
@RagilSemar Ojo dibanding banding ke nooo,ojo dibanding banding ke nooo
"@RagilSemar Mungkin menlu yg skrg itu INTROVERT dan PEMALU... jadi takut kalo sekali tampil bakal MALU2IN🤭.... saking kosongnya,bingung doi mau ngapain😁😂",mungkin menlu yg skrg itu introvert dan pemalu jadi takut kalo sekali tampil bakal maluin saking kosongnyabingung doi mau ngapain
@RagilSemar Menlu bersama menhan dan mendagri adalah pengganti ketika presiden dan wakil presiden tidak dapat menjalankan tugas pemerintahan,menlu bersama menhan dan mendagri adalah pengganti ketika presiden dan wakil presiden tidak dapat menjalankan tugas pemerintahan
@RagilSemar Namanya jg bocil,namanya jg bocil
@RagilSemar Eh serius ini presiden apa menlu belum ada pernyataan apapun gitu? Chill sekali,eh serius ini presiden apa menlu belum ada pernyataan apapun gitu chill sekali
"@RagilSemar Jangankan ngangkat mentri yg masih bau kencur, lha wong pilih wapresnya aja yg masih bocil...",jangankan ngangkat mentri yg masih bau kencur lha wong pilih wapresnya aja yg masih bocil
"@RagilSemar Keknya pejabrut indon perlu belajar, gk semua posisi kementrian bisa dijadikan bancakan bagi-bagi jabatan wkwkkw",keknya pejabrut indon perlu belajar gk semua posisi kementrian bisa dijadikan bancakan bagibagi jabatan wkwkkw
@RagilSemar Ini siapa lihat mukanya aja udh g match ama bidangnya,ini siapa lihat mukanya aja udh g match ama bidangnya
"@RagilSemar sejak jadi menlu baru tau orang ini,
sebelumnya tidak kenal sama sekali,
lebih kenal Natalius Pigai.",sejak jadi menlu baru tau orang ini sebelumnya tidak kenal sama sekali lebih kenal natalius pigai
@RagilSemar Kompetensi yg hilang,kompetensi yg hilang
"@RagilSemar Retno Marsudi termasuk menlu terbaik, setara dgn menlu² dizaman Pak Harto dulu. Wanita pemberani dan cukup garang.👍",retno marsudi termasuk menlu terbaik setara dgn menlu dizaman pak harto dulu wanita pemberani dan cukup garang
"@RagilSemar Menlu ini dlm posisi learning by doing l

Namun learning nya jgn pake lamma

Learning dlm artian adaptasi lalu gasss Pollll",menlu ini dlm posisi learning by doing l namun learning nya jgn pake lamma learning dlm artian adaptasi lalu gasss pollll
"@RagilSemar Cupu tapi bisa jadi menlu, gak tau lagi deh si macan asia ngelihatnya dari sudut pandang mana.",cupu tapi bisa jadi menlu gak tau lagi deh si macan asia ngelihatnya dari sudut pandang mana
@RagilSemar Jokowi bukan presiden terbaik tapi dia punya menlu terbaik retno marsudi,jokowi bukan presiden terbaik tapi dia punya menlu terbaik retno marsudi
@RagilSemar Hasil dari bagi bagi jabatan ya gini orng gak kompeten disuruh jadi menteri,hasil dari bagi bagi jabatan ya gini orng gak kompeten disuruh jadi menteri
@RagilSemar Istilah anak ideologis itu lumayan cringe dengernya dan membandingkan fakta dilapangan..,istilah anak ideologis itu lumayan cringe dengernya dan membandingkan fakta dilapangan
@RagilSemar Kyk Kodok Dalam Tempurung,kyk kodok dalam tempurung
"@RagilSemar Yakin? Menteri Karbitan gini mau dbandingin ama Bu Retno yg sepak terjangnya didunia diplomasi luar pun ngakuin,,, 

Gak level lahhhhh,,,",yakin menteri karbitan gini mau dbandingin ama bu retno yg sepak terjangnya didunia diplomasi luar pun ngakuin gak level lahhhhh
@RagilSemar Bebannya terlalu berat,bebannya terlalu berat
"@RagilSemar Gak ada apa²nya, hanya sejumput pengecut",gak ada apanya hanya sejumput pengecut
@RagilSemar Ssttt...lagi sibuk ngurusin PILKADA. Gak level mikiran issu global,sstttlagi sibuk ngurusin pilkada gak level mikiran issu global
@RagilSemar cukup dengan kt.kerja;  memantau situasi diplomasi Venezuela?,cukup dengan ktkerja memantau situasi diplomasi venezuela
@RagilSemar Jauh panggang dari api.,jauh panggang dari api
@RagilSemar Kaget bgt akhirnya kita punya menlu yg punya IQ dibawah 100,kaget bgt akhirnya kita punya menlu yg punya iq dibawah
@RagilSemar Bukan salah @Menlu_RI nya sih menurutku .... Kekeliruan ada pada yg ngasih tugas ....,bukan salah nya sih menurutku kekeliruan ada pada yg ngasih tugas
"@RagilSemar Sugiono masih mentah tdk pengalaman dipaksakan dijadikan Menlu banyak urusan LN 
Ditekel pak Prabowo",sugiono masih mentah tdk pengalaman dipaksakan dijadikan menlu banyak urusan ln ditekel pak prabowo
@RagilSemar Menteri dengan kompetensi dan kenerja yg tidak jelas pada jabatanya.,menteri dengan kompetensi dan kenerja yg tidak jelas pada jabatanya
@RagilSemar yaaaa jauhlah...retno marsudi diplomat hebat......,yaaaa jauhlahretno marsudi diplomat hebat
"@RagilSemar Anak sekecil itu jangan disuruh mengelola urusan Luar Negeri, ranah itu tidak cukup hanya dengan kemampuan berbahasa asing semata.",anak sekecil itu jangan disuruh mengelola urusan luar negeri ranah itu tidak cukup hanya dengan kemampuan berbahasa asing semata
"@RagilSemar tergantung siapa yg pegang remote nya, robot mah ikut aja",tergantung siapa yg pegang remote nya robot mah ikut aja
"@RagilSemar Menlu @Menlu_RI sekarang auranya gelap, tidak punya kompetensi tentang hubungan internasional. Udah itu aja. Males komen banyak.",menlu sekarang auranya gelap tidak punya kompetensi tentang hubungan internasional udah itu aja males komen banyak
@RagilSemar Mantan kopsus.. Cocoknya  di papua,mantan kopsus cocoknya di papua
"@RagilSemar Waduh, anak biasa kongkow di meja makan disuruh ngurus diplomasi",waduh anak biasa kongkow di meja makan disuruh ngurus diplomasi
@RagilSemar Mukanya kyk org bangun tidur… 🤮🤮🤮,mukanya kyk org bangun tidur
"@RagilSemar Kalau menterinya prabowo kualitasnya 11/12 bung, umumnya under performance alias minus kecuali mungkin pak purbaya",kalau menterinya prabowo kualitasnya bung umumnya under performance alias minus kecuali mungkin pak purbaya
@RagilSemar Gw br tau kt punya menlu..kirain abis bu retno udeh dibubarin,gw br tau kt punya menlukirain abis bu retno udeh dibubarin
@RagilSemar Nyalon ketua karang taruna juga kemungkinan menang teramat tipis,nyalon ketua karang taruna juga kemungkinan menang teramat tipis
@RagilSemar Gak pernah ngerti mentri ini berbicara di media atau forum2 insternasional,gak pernah ngerti mentri ini berbicara di media atau forum insternasional
@RagilSemar Kira2 bisa berbahasa inggris gak ya,kira bisa berbahasa inggris gak ya
"@RagilSemar Ini menteri banyak gayanya saja, sangat tdk kompeten, mantan tni.",ini menteri banyak gayanya saja sangat tdk kompeten mantan tni
@RagilSemar Oo ini menlu nya ya?. . . Kirain ajudan,oo ini menlu nya ya kirain ajudan
@RagilSemar Level nya emang cuma se level kakek sugiono..,level nya emang cuma se level kakek sugiono
@RagilSemar Paling juga ngg bisa bahasa enggres,paling juga ngg bisa bahasa enggres
@RagilSemar Yang katany lulusan luar negeri..menguasai 8bahasa mancanegara bukan siih,yang katany lulusan luar negerimenguasai bahasa mancanegara bukan siih
"@RagilSemar ...lol, anak yesterday afternoon/kmaren sore magang jadi mentri, apprentices on the job training minister, kaco balo nkri kita rek, nauzubiLlah...",lol anak yesterday afternoonkmaren sore magang jadi mentri apprentices on the job training minister kaco balo nkri kita rek nauzubillah
"@RagilSemar Apa sekarang negara kita punya menlu..?
Siapa ?.
Di mana...?",apa sekarang negara kita punya menlu siapa di mana
"@RagilSemar Cukup Baik, Bagus, agak smart dan lmayan memuaskan......,
untuk ukuran pelawak ya........",cukup baik bagus agak smart dan lmayan memuaskan untuk ukuran pelawak ya
"@RagilSemar Bukan Menlu kalau nyambi jadi Sekjen Partai, itu namanya part timer !",bukan menlu kalau nyambi jadi sekjen partai itu namanya part timer
@RagilSemar Lahhh level dia jauh dibawah marty natalegawa,lahhh level dia jauh dibawah marty natalegawa
@RagilSemar Lah wong mmg ngga punya kompetensi.. satu2nya kompetensi adalah menjilat junjungan.. sekali lagi membuktikan bhw usia muda bukan mrpkan jaminan bahwa seseorang akan jd pemimpin yg baik dan benar..,lah wong mmg ngga punya kompetensi satunya kompetensi adalah menjilat junjungan sekali lagi membuktikan bhw usia muda bukan mrpkan jaminan bahwa seseorang akan jd pemimpin yg baik dan benar
@RagilSemar anak praktek kerja lapangan jgn di banding sama bu retno,anak praktek kerja lapangan jgn di banding sama bu retno
@RagilSemar Yang ng angkat dia jadi menteri yg harus dipertanyakan,yang ng angkat dia jadi menteri yg harus dipertanyakan
@RagilSemar Ama mbak reno masih jauhhhhh aoagi syaril 🤣😂 da2 jaa,ama mbak reno masih jauhhhhh aoagi syaril da jaa
"@RagilSemar Akan terlihat kok, mana emas mana tembaga. 
Akan ditampakkan pula, mana diplomat asli mana diplomat asal jadi.",akan terlihat kok mana emas mana tembaga akan ditampakkan pula mana diplomat asli mana diplomat asal jadi
"@RagilSemar Bisa bahasa inggris bukan alasan sebagai MENLU,  sebaiknya untuk  MENLU adalah Diplomat karier orang yg sejak masuk Pegawai di  KEMENLU.",bisa bahasa inggris bukan alasan sebagai menlu sebaiknya untuk menlu adalah diplomat karier orang yg sejak masuk pegawai di kemenlu
@RagilSemar https://t.co/PqWDG7Ctbb,
"@RagilSemar Yujiem, Unpad, UI itu gudangnya calon2 diplomat yg mumpuni... Jgn cari lewat jalur partai politik",yujiem unpad ui itu gudangnya calon diplomat yg mumpuni jgn cari lewat jalur partai politik
"@RagilSemar Bu Retno itu diplomat karier..
Juga pak Ali Alatas..
Atau pak Marty Natalegawa..",bu retno itu diplomat karier juga pak ali alatas atau pak marty natalegawa
@RagilSemar di Republik fufufafa mana ada yg bisa kerja..,di republik fufufafa mana ada yg bisa kerja
@RagilSemar Bandinginnya lebih cocok sama Alwi Shihab karena sama-sama non internal Kemlu,bandinginnya lebih cocok sama alwi shihab karena samasama non internal kemlu
"@RagilSemar Membagongkan,..awas pendukung garis keras Teddy marah"" kalau clanya dihujat..wkwwk",membagongkanawas pendukung garis keras teddy marah kalau clanya dihujatwkwwk
@RagilSemar Dia malah sibuk ngurus pilkada,dia malah sibuk ngurus pilkada
@RagilSemar lbh cocok jaga counter pulsa,lbh cocok jaga counter pulsa
"@RagilSemar @ethadisaputra Indonesia keliatan sibuk kanan &amp; kiri, tapi tidak ada apa apanya ( nol besar)",indonesia keliatan sibuk kanan amp kiri tapi tidak ada apa apanya nol besar
@RagilSemar Saya amati muka nya seperti bersaudara sama nusron wahid,saya amati muka nya seperti bersaudara sama nusron wahid
"@RagilSemar Ini mah pupuk/anak bawang dalam diplomasi LN gong
Cuma dibesar besarkan oleh pengembira",ini mah pupukanak bawang dalam diplomasi ln gong cuma dibesar besarkan oleh pengembira
@RagilSemar MenLu yang ini bukan Menteri Luar Negeri.. tapi lebih tepatnya Menteri Lunak (MenLu = Menteri Lunak)...,menlu yang ini bukan menteri luar negeri tapi lebih tepatnya menteri lunak menlu menteri lunak
"@RagilSemar Apalagi kl dibandingkan dg Ali Alatas (alm), diplomat kawakan. 
Dia masih perlu magang kayaknya",apalagi kl dibandingkan dg ali alatas alm diplomat kawakan dia masih perlu magang kayaknya
"@RagilSemar Ni orang gaada kapabilitas dan skill sama sekali. Masa iya sekelas jabatan menlu diisi oleh orang yang perannya hanya sekedar ""pengisi jabatan"" saja. We're cooked",ni orang gaada kapabilitas dan skill sama sekali masa iya sekelas jabatan menlu diisi oleh orang yang perannya hanya sekedar pengisi jabatan saja were cooked
"@RagilSemar Kabinet ini kabinet ZONK, mentri²nya nggak ada yg bener..",kabinet ini kabinet zonk mentrinya nggak ada yg bener
"@RagilSemar Gak punya wibawa blas,jngankan dluar negeri,dlm negeri sj bnyak yg mnyangsikan. Kalau cuma modal bhsa asing doang mah ank sd jg bnyak yg lbih fasih",gak punya wibawa blasjngankan dluar negeridlm negeri sj bnyak yg mnyangsikan kalau cuma modal bhsa asing doang mah ank sd jg bnyak yg lbih fasih
"@RagilSemar Masih ingusan, serius..!!!
Tapi ORA umbelen Lo, kan ORA pilek",masih ingusan serius tapi ora umbelen lo kan ora pilek
@RagilSemar Jgn bandingin pejabat hasil meritokrasi dg pejabat hasil KKN doang...,jgn bandingin pejabat hasil meritokrasi dg pejabat hasil kkn doang
@RagilSemar Apa kinerja Kemenlu paling gagal dlm sejarah bangsa ini,apa kinerja kemenlu paling gagal dlm sejarah bangsa ini
"@RagilSemar @Daeng_LeoMks Yg bersangkutan dg yg terdahulu ibarat roda kendaraan depan &amp; belakang, gak akan pernah sejajar 😂😂",yg bersangkutan dg yg terdahulu ibarat roda kendaraan depan amp belakang gak akan pernah sejajar
@RagilSemar Apa yg mau di amati lah wong gak keliatan,apa yg mau di amati lah wong gak keliatan
@RagilSemar Kedekatan tanpa kompetensi...itulah kelompok badut obesitas,kedekatan tanpa kompetensiitulah kelompok badut obesitas
@RagilSemar #rinduPemikiranJamankemerdekaan,rindupemikiranjamankemerdekaan
@RagilSemar Kita sekarang ini seperti tidak memiliki menlu,kita sekarang ini seperti tidak memiliki menlu
@RagilSemar Cocok nya jadi kades Hambalang aja ketimbang jd menlu...,cocok nya jadi kades hambalang aja ketimbang jd menlu
"@RagilSemar Emang salah dari awal, orang karirnya udah mateng di Japan kok ditarik pulang 😬😬😬",emang salah dari awal orang karirnya udah mateng di japan kok ditarik pulang
@RagilSemar modal bisa 5 bahasa daerah jd menlu,modal bisa bahasa daerah jd menlu
"@RagilSemar Ibarat driver, disuru presiden nyetir mobil bmw, padahal si driver gak bisa bawa mobil/nyetir 😂",ibarat driver disuru presiden nyetir mobil bmw padahal si driver gak bisa bawa mobilnyetir
@RagilSemar Ibarat pisang mateng karena di karbit rasanya gak enak 😀,ibarat pisang mateng karena di karbit rasanya gak enak
"@RagilSemar Menlu sudah seharusnya diganti, jabatan jangan diberikan hanya karena kedekatan",menlu sudah seharusnya diganti jabatan jangan diberikan hanya karena kedekatan
@RagilSemar Pak Marty Natalegawa donk yg paten,pak marty natalegawa donk yg paten
"@RagilSemar Bisa joget doang, urusan LN gatau apa”",bisa joget doang urusan ln gatau apa
@RagilSemar @Rahadi240987455 Doi emang pendiam ... eh pemalu ...,doi emang pendiam eh pemalu
"@RagilSemar Tukang ramal bilang akan ada menteri diganti krn kurang kompeten; laki2, berkacamata, rambut tipis (mirip cepak), tinggi badan kurang dari 170cm.",tukang ramal bilang akan ada menteri diganti krn kurang kompeten laki berkacamata rambut tipis mirip cepak tinggi badan kurang dari cm
